label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1,0.0,0.0,0.0,-0.1198947006503509,-0.09461121567543235,-0.020092224954263056,-0.1860297216387701,-0.1783476175720544,-0.06220403232134962,-0.23422407956813163,-0.23426860413191683,-0.11201420517055667,-0.2381720900508059,-0.30699562359605376,-0.1622482824931827,-0.11401310527055793,-0.5462736142646752,-0.05197558648545037,-0.14967516656757462,-0.742026232057176,-0.1103714446500894,-0.17412673867333342,-0.8826707475046189,-0.1481076759106737,-0.18755773502051581,-1.0,-0.1759971537550704,-0.05313447021459036,-0.5254756681653908,-0.07649684093269875,-0.2023385221240132,-0.48713491956444777,-0.14049787762125024,-0.21412409953578168,-0.3256608679640851,-0.14261958812813316,-0.1784372885510743,-0.269342767068563,-0.13491635665842022,-0.011054404477429933,-0.44063547994588154,-0.10578363453043958,-0.16729097442940621,-0.359554508108974,-0.157002872238815,-0.16982452160501602,-0.23330697305038844,-0.1194827343569368,-0.13311551120759757,-0.19463639444062317,-0.08647346025097419,0.012791857427371949,-0.3168561976607068,-0.14052604749191322,-0.11077276173743056,-0.24247219282419494,-0.175397953244605,-0.12935044942137033,-0.1567136543840434,-0.15128679816859641,-0.10818100926614627,-0.12320083606683684,-0.12469344530042165
1,0.0,0.0,0.0,-0.11900588162114556,-0.10659017544227921,-0.02377027414606913,-0.18756435193660087,-0.1965036258112195,-0.0710663197568017,-0.24048393952855038,-0.26090554060257215,-0.12582604011354534,-0.23022924214973514,-0.2959993060471141,-0.18122593818149776,-0.1058305316426155,-0.5456536724400377,-0.057733742218834164,-0.12656996807754986,-0.7437943849703634,-0.11748410439864884,-0.14330559271077817,-0.884016949984457,-0.1526637264474583,-0.15079867864949606,-1.0,-0.17856258528392033,-0.04445151019644608,-0.5216262329008373,-0.08130082829276175,-0.19521672599325865,-0.4924720620680352,-0.14481474269638983,-0.20670893152555725,-0.32996274325008884,-0.1409930626574445,-0.17142414381864862,-0.27950002052841055,-0.12810444672610138,-0.0037811788740737904,-0.4347045591284594,-0.11029410577852847,-0.16271589945462342,-0.35166445278820574,-0.16140226951066142,-0.1627105898506921,-0.22976434310784083,-0.12149388178733006,-0.12470716145178154,-0.2010714904212584,-0.08594851446306484,0.01761072144860813,-0.31316352684884574,-0.1450224809502031,-0.11004055364351505,-0.23449137235665846,-0.1766393356087477,-0.12613618578427635,-0.1541571883548038,-0.15141035122176155,-0.104544496178783,-0.1285164935746075,-0.12464358051361164
1,0.0,0.0,0.0,-0.12137570387283197,-0.08036970724591554,-0.03394058740370288,-0.19140640761350705,-0.17088308216502668,-0.07988313254291414,-0.2341129247432692,-0.2510590406825327,-0.13210242839020256,-0.19768645461374995,-0.25333714482375613,-0.18528616438698878,-0.12469043085773857,-0.5442376143195327,-0.051186562920920116,-0.14913194892724918,-0.7374527096528803,-0.10780654233984852,-0.1657673588086663,-0.8862729758431228,-0.14525268077325393,-0.1715826286135374,-1.0,-0.17374972171008946,-0.04988486478762142,-0.541370816814484,-0.06911526769235796,-0.16963647330189524,-0.47246048615548136,-0.13531020900706456,-0.18600488351788602,-0.31315251705785413,-0.14053640393281344,-0.15949097435527423,-0.26060046356855493,-0.13230634068612315,0.009199585179943674,-0.4644900516986801,-0.09308273011447467,-0.12077028487838788,-0.346552258469838,-0.1448364170630439,-0.13145564323082293,-0.22722538330536673,-0.11549262581551757,-0.10476886185685143,-0.19949843862575625,-0.08617798996698513,0.04422598573328125,-0.3441839335911888,-0.12404978501721177,-0.06359109178263053,-0.2287569383134936,-0.1543018115806874,-0.07609466047671831,-0.1471494123168887,-0.1332973953427371,-0.05112146268936054,-0.1309997782327882,-0.10926850132750347
1,0.0,0.0,0.0,-0.08193981984545146,-0.05839911948991523,-0.04604119364644315,-0.14989496111267797,-0.16106607324615455,-0.08601585459742474,-0.17307101822907994,-0.2566760865162919,-0.1281097890889103,-0.12160459220841881,-0.2714769519668647,-0.16874116214958265,-0.09051842369936912,-0.518965527556399,-0.06080710329263467,-0.09803790633865857,-0.7387082818432383,-0.11822247466702845,-0.10244952147675557,-0.8846060061225497,-0.15171981940071047,-0.10033865168176738,-1.0,-0.17618265803048586,-0.011312159087427416,-0.5142437783276098,-0.06919636037343045,-0.1023159680199298,-0.48975768870574676,-0.15104230754874765,-0.12489846764631249,-0.33269507673008686,-0.1636932493937107,-0.11043045850352083,-0.26141511913361154,-0.1547417836263926,0.05367749112398287,-0.4484497858038235,-0.08415835112004927,-0.03972012755140735,-0.3644464744032714,-0.15117651064342902,-0.056335144483387126,-0.23970113999659529,-0.1306596932114275,-0.03988039169959827,-0.21056871956862114,-0.10111064340801397,0.10236092900268019,-0.34880706245183235,-0.10578400972441807,0.02091024113892454,-0.2586346691116417,-0.14463136392468334,0.0027738025648427716,-0.17365406065055278,-0.1308189753489065,0.018781604503978533,-0.16169721908465604,-0.1093483006966697
1,0.0,0.0,0.0,-0.11088358258714852,-0.10217505198928653,-0.03926840016707719,-0.17316935473042325,-0.19828340696491317,-0.09348874867281842,-0.21558566894494924,-0.2879728043198376,-0.15361181367397306,-0.18559621861786826,-0.2980251752623537,-0.21371850254886454,-0.09271349176270265,-0.5397428473374868,-0.059958516740902454,-0.10569366609541254,-0.7386604927511372,-0.12070013207352925,-0.11625495200146807,-0.8870051521742839,-0.1549084157744479,-0.1148082883340166,-1.0,-0.17927535072127676,-0.024315659375122103,-0.5160509021415921,-0.07512305915836587,-0.14853373336847875,-0.49587757105182334,-0.14240502411690328,-0.16931856080735422,-0.34237045501255836,-0.13923228952337535,-0.13830632083997704,-0.3069670543186582,-0.1242389176962158,0.02665047461431274,-0.4367548862550258,-0.09758842040028774,-0.1070660550332198,-0.3696800876103098,-0.15201880822445793,-0.11894493109446233,-0.25593620212016854,-0.1157194005593784,-0.08440367372006435,-0.23522032679187482,-0.08098489582242889,0.05592935529655638,-0.32614130561668164,-0.12735513726489736,-0.05681291006092342,-0.25878186782073953,-0.1589375023150322,-0.07071994592219033,-0.1811730012083555,-0.13558687006651718,-0.040488679333612936,-0.16166911043430515,-0.10983128346369453
1,0.0,0.0,0.0,-0.1087528580724819,-0.09793659795532626,-0.033082680702522446,-0.1668853163945372,-0.21895713186233784,-0.07087411360412708,-0.19308869076712434,-0.31137970173756374,-0.1132404240815479,-0.1558734112576298,-0.35370053734798135,-0.15464446002754026,-0.07456228722315457,-0.5466738800267625,-0.04544458515787959,-0.08449402108590547,-0.7468385517365959,-0.10048298421575946,-0.09527316821336579,-0.8884984897647759,-0.13565563894113078,-0.09552917911450469,-1.0,-0.16213392434849797,0.0007521107726523543,-0.5227797583463276,-0.06132185719735406,-0.09295876093931144,-0.5328405858491607,-0.12802969274603124,-0.13039660384071333,-0.3965274383549232,-0.13403949137713464,-0.11473526582808874,-0.3502037835318439,-0.12589812994667174,0.053213956271047164,-0.4382218204448358,-0.08368418031930791,-0.06030883734739717,-0.3838604542423755,-0.13265103315038185,-0.0870796739142761,-0.27967318118000295,-0.10293073050082366,-0.0621032045806593,-0.26442970794024395,-0.07423728499844263,0.07930289892540712,-0.32002049919949344,-0.11281562925968051,-0.021299534243433952,-0.2613864427852291,-0.13882940092796783,-0.04201774619457264,-0.1917019936891881,-0.11716911754280039,-0.015260426086903731,-0.1853337941147733,-0.09435667771538496
1,0.0,0.0,0.0,-0.11109085546242956,-0.0959096766832549,-0.035767427292718944,-0.1732713378512028,-0.2129043438888458,-0.07234858517838194,-0.19970669900691934,-0.30173434142877426,-0.11251339197458599,-0.18506708388903895,-0.366609564933261,-0.15103033776429145,-0.08713584147853358,-0.5567216850476181,-0.04501085661923102,-0.11079595881212798,-0.7534673001545807,-0.09754009103909295,-0.12888495293441063,-0.8914947690937033,-0.12980665703538563,-0.13780659638696416,-1.0,-0.1528200083072654,-0.017211862547687504,-0.5402866556206396,-0.05963585362737373,-0.11129589141660588,-0.5526240852939971,-0.13169467645105476,-0.15224429488057376,-0.4025273290791672,-0.14222320971153973,-0.14751383107880764,-0.3293810823558883,-0.13419457942189855,0.03287689738490378,-0.46833631199345754,-0.08055365256580578,-0.07519588641967932,-0.4224561279745885,-0.13780239939001301,-0.09979624177134268,-0.300654093487637,-0.1131679113707293,-0.08221881775357018,-0.2641365781802753,-0.08439584218663143,0.06088056163774898,-0.3637124272963682,-0.10763634216242664,-0.030722280239758894,-0.31660130770707834,-0.13757846749506267,-0.052323279913009085,-0.2347822440783271,-0.11688557524217644,-0.033436697128722805,-0.2172222163234894,-0.09307075114268949
1,0.0,0.0,0.0,-0.0919749643457907,-0.054211754173746886,-0.05692024698973332,-0.14677925109198886,-0.17466748478722383,-0.09648814713233801,-0.12457178082436185,-0.2822375131983232,-0.13565229570751383,-0.07505695783072393,-0.3641850592584155,-0.17282735782967493,-0.11393641586610949,-0.4860471141072454,-0.060356180376303956,-0.12583415921151173,-0.7231806643586378,-0.11591681622977995,-0.12971438582791225,-0.8719587722584309,-0.15105049622662917,-0.13057344882418634,-1.0,-0.17575870700825816,-0.035457770554323205,-0.48140334336686064,-0.06387663719318669,-0.06015844117084291,-0.5457847624823716,-0.15166378321732893,-0.07134652905718686,-0.38296355979296315,-0.17400022520244898,-0.07219078480769302,-0.28424523007941477,-0.17017456996210098,0.03745893340859945,-0.44834786638208435,-0.07464480463692022,0.01059021499574686,-0.4760108357482596,-0.15394584377180323,-0.009075870688808193,-0.322007469284523,-0.14178264716902236,-0.016352782387679305,-0.24821131201967858,-0.11379546587450617,0.10654577966490596,-0.39593871232428307,-0.09074571971864014,0.07875148702069051,-0.43616708617495403,-0.13700421545175628,0.04993513030588675,-0.3237655262922978,-0.12095136323334868,0.038135575991847276,-0.2645957722036319,-0.09667455761261527
1,0.0,0.0,0.0,-0.08943202201099357,-0.0495297284928405,-0.0606152390447724,-0.1441856228307187,-0.17274813363107716,-0.1016324355292778,-0.11155286107965467,-0.27740301354205116,-0.1410622761570875,-0.05407187671291098,-0.3547639642926601,-0.17831654098193808,-0.12457320697609083,-0.483823544276081,-0.06843928815959664,-0.13716914977994973,-0.7224301479394895,-0.12752870392398558,-0.14351205797991679,-0.8693778007102937,-0.16437561484792634,-0.14880461419323285,-1.0,-0.19054177042447945,-0.04387609475599745,-0.48243086887673714,-0.07099089758502304,-0.05954247519921067,-0.552945351373489,-0.1604708323913497,-0.06278023847678625,-0.3834351027999279,-0.18158793074557905,-0.06137867314178729,-0.292346630038508,-0.1773154794261969,0.031686288053643576,-0.4496916714576925,-0.08097382342846787,0.018452096581722317,-0.47735946503533505,-0.1634785381388636,0.0030239177020904623,-0.3139541666580406,-0.14933410250181509,-0.005103553745689143,-0.24626960641819257,-0.12009863575035709,0.10347933814550828,-0.393893442308519,-0.09656760019341541,0.09247505916373959,-0.43027800046593007,-0.14762945733994334,0.06629663425818297,-0.30886035530758993,-0.13177722548506315,0.05061685802151681,-0.25116856986387315,-0.10732126366891993
1,0.0,0.0,0.0,-0.09830921653027422,-0.0502793372567863,-0.05436151051687257,-0.15061337710038084,-0.17804071027366974,-0.08994562957374547,-0.11100885359282932,-0.2807163020926866,-0.12418090221987592,-0.05198220495169483,-0.3494322343159887,-0.15527232398808305,-0.1375212205092325,-0.48246300154979255,-0.06125500639734652,-0.15794418332478974,-0.7220602073185104,-0.12188994749266019,-0.1688763624466088,-0.868521016533485,-0.1601972991195939,-0.17512966896316726,-1.0,-0.18722274780090126,-0.052007841927880695,-0.4742712409503652,-0.06539341016453838,-0.0632120716804876,-0.5490285390569999,-0.15190538630373174,-0.06452329100618784,-0.3674540329639244,-0.16925343650590916,-0.06356277555860296,-0.2890859036579858,-0.1634087192973129,0.02798798646317877,-0.43713446307771403,-0.07684756154391348,0.021496231177823667,-0.483907134907369,-0.15370599497034887,0.007563903585555132,-0.3106819448110574,-0.1311555831546399,0.0015745583626385127,-0.25357595371107056,-0.09824166484026858,0.1022934017517024,-0.3771141949323663,-0.09415521950782234,0.09953780016574429,-0.4135498139514682,-0.14010249893306623,0.07314664885519079,-0.28708086810783806,-0.11872287088327722,0.058144288635514255,-0.24153839778108238,-0.09159620437093023
